tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,score
Kremlin Cup,10/16/2019,ATP250,Indoor,Hard,2nd Round,3,Kohlschreiber P.,UR,Khachanov K.,15.52,Khachanov K.,76,8,715,2990,3.0,1.36,6-3 3-6 6-7
Kremlin Cup,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Milojevic N.,14.58,Avidzba A.,14.08,Milojevic N.,164,498,305,59,1.25,3.75,7-5 6-0
Kremlin Cup,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Gerasimov E.,15.12,Rublev A.,15.6,Rublev A.,98,31,570,1341,2.75,1.4,6-7 7-6 2-6
Kremlin Cup,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Chardy J.,15.44,Kecmanovic M.,15.36,Chardy J.,66,49,860,1023,1.61,2.2,6-3 6-4
Kremlin Cup,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Karlovic I.,UR,Cilic M.,15.49,Cilic M.,87,25,621,1455,3.25,1.33,1-6 6-7
Kremlin Cup,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Mannarino A.,15.41,Lajovic D.,15.31,Mannarino A.,44,32,1111,1316,1.57,2.37,7-6 6-1
Kremlin Cup,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Khachanov K.,15.52,Seppi A.,UR,Seppi A.,8,72,2990,795,1.28,3.75,6-3 3-6 3-6
Kremlin Cup,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Cilic M.,15.49,Chardy J.,15.44,Cilic M.,25,66,1455,860,1.72,2.1,6-4 4-6 7-6
Kremlin Cup,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Milojevic N.,14.58,Rublev A.,15.6,Rublev A.,164,31,305,1341,8.0,1.08,2-6 3-6
Kremlin Cup,10/19/2019,ATP250,Indoor,Hard,Semifinals,3,Mannarino A.,15.41,Seppi A.,UR,Mannarino A.,44,72,1111,795,1.61,2.3,6-3 6-4
Kremlin Cup,10/19/2019,ATP250,Indoor,Hard,Semifinals,3,Cilic M.,15.49,Rublev A.,15.6,Rublev A.,25,31,1455,1341,2.3,1.61,5-7 4-6
Kremlin Cup,10/20/2019,ATP250,Indoor,Hard,The Final,3,Rublev A.,15.6,Mannarino A.,15.41,Rublev A.,31,44,1341,1111,1.5,2.62,6-4 6-0
Stockholm Open,10/14/2019,ATP250,Indoor,Hard,1st Round,3,Opelka R.,15.42,Travaglia S.,14.99,Travaglia S.,37,83,1203,645,1.33,3.25,5-7 6-4 4-6
Stockholm Open,10/14/2019,ATP250,Indoor,Hard,1st Round,3,Evans D.,15.46,Tomic B.,14.94,Evans D.,43,184,1120,273,1.25,3.75,6-4 1-6 6-3
Stockholm Open,10/14/2019,ATP250,Indoor,Hard,1st Round,3,Moutet C.,15.05,Tipsarevic J.,UR,Tipsarevic J.,94,251,585,180,1.4,2.75,2-6 4-6
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Nishioka Y.,15.24,Albot R.,15.35,Nishioka Y.,74,46,780,1057,2.0,1.72,3-6 6-4 6-1
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Millman J.,15.39,Carreno Busta P.,15.63,Carreno Busta P.,52,35,1016,1252,2.25,1.57,4-6 3-6
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Mager G.,14.96,Andujar P.,UR,Mager G.,124,63,455,955,2.42,1.57,5-7 6-1 6-1
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Novak D.,15.02,Querrey S.,15.57,Querrey S.,126,50,442,1020,2.5,1.5,6-7 4-6
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Stebe C.M.,UR,Schnur B.,14.73,Stebe C.M.,213,97,230,571,1.33,3.25,6-2 3-6 6-1
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Ymer E.,15.0,Sugita Y.,14.94,Sugita Y.,123,129,455,429,2.0,1.72,6-7 2-6
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Popyrin A.,15.28,Otte O.,14.94,Popyrin A.,90,155,610,340,1.4,2.75,7-6 7-6
Stockholm Open,10/15/2019,ATP250,Indoor,Hard,1st Round,3,Ruud C.,15.37,Krajinovic F.,15.37,Krajinovic F.,59,60,967,963,2.75,1.4,3-6 5-7
Stockholm Open,10/16/2019,ATP250,Indoor,Hard,1st Round,3,Ymer M.,15.21,Sousa J.,15.35,Ymer M.,75,64,753,941,1.53,2.37,7-5 6-4
Stockholm Open,10/16/2019,ATP250,Indoor,Hard,2nd Round,3,Fritz T.,15.54,Nishioka Y.,15.24,Nishioka Y.,29,74,1360,780,1.61,2.2,5-7 4-6
Stockholm Open,10/16/2019,ATP250,Indoor,Hard,2nd Round,3,Querrey S.,15.57,Dimitrov G.,15.48,Querrey S.,50,27,1020,1432,2.37,1.53,6-7 6-3 7-6
Stockholm Open,10/16/2019,ATP250,Indoor,Hard,2nd Round,3,Evans D.,15.46,Krajinovic F.,15.37,Krajinovic F.,43,60,1120,963,2.0,1.72,5-7 6-2 3-6
Stockholm Open,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Carreno Busta P.,15.63,Mager G.,14.96,Carreno Busta P.,35,124,1252,455,1.12,6.0,6-3 7-6
Stockholm Open,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Travaglia S.,14.99,Sugita Y.,14.94,Sugita Y.,83,129,645,429,1.66,2.1,6-7 4-6
Stockholm Open,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Tipsarevic J.,UR,Fognini F.,15.56,Tipsarevic J.,251,12,180,2415,3.75,1.25,6-1 6-1
Stockholm Open,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Popyrin A.,15.28,Shapovalov D.,15.53,Shapovalov D.,90,34,610,1255,2.75,1.4,4-6 6-7
Stockholm Open,10/17/2019,ATP250,Indoor,Hard,2nd Round,3,Stebe C.M.,UR,Ymer M.,15.21,Stebe C.M.,213,75,230,753,3.4,1.3,6-0 7-6
Stockholm Open,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Nishioka Y.,15.24,Krajinovic F.,15.37,Krajinovic F.,74,60,780,963,2.3,1.61,3-6 4-6
Stockholm Open,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Carreno Busta P.,15.63,Querrey S.,15.57,Carreno Busta P.,35,50,1252,1020,1.72,2.1,4-6 6-1 6-4
Stockholm Open,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Stebe C.M.,UR,Shapovalov D.,15.53,Shapovalov D.,213,34,230,1255,4.33,1.22,0-6 3-6
Stockholm Open,10/18/2019,ATP250,Indoor,Hard,Quarterfinals,3,Sugita Y.,14.94,Tipsarevic J.,UR,Sugita Y.,129,251,429,180,1.9,1.9,6-2 4-6 7-6
Stockholm Open,10/19/2019,ATP250,Indoor,Hard,Semifinals,3,Carreno Busta P.,15.63,Krajinovic F.,15.37,Krajinovic F.,35,60,1252,963,1.66,2.2,6-4 3-6 3-6
Stockholm Open,10/19/2019,ATP250,Indoor,Hard,Semifinals,3,Shapovalov D.,15.53,Sugita Y.,14.94,Shapovalov D.,34,129,1255,429,1.12,6.0,7-5 6-2
Stockholm Open,10/20/2019,ATP250,Indoor,Hard,The Final,3,Krajinovic F.,15.37,Shapovalov D.,15.53,Shapovalov D.,60,34,963,1255,2.5,1.53,4-6 4-6
Swiss Indoors,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Struff J.L.,UR,Kecmanovic M.,15.35,Struff J.L.,41,54,1155,1003,1.53,2.37,6-4 6-2
Swiss Indoors,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Gojowczyk P.,14.93,Federer R.,UR,Federer R.,112,3,500,6950,11.0,1.05,2-6 1-6
Swiss Indoors,10/21/2019,ATP500,Indoor,Hard,1st Round,3,De Minaur A.,15.73,Dellien H.,15.2,De Minaur A.,28,78,1440,693,1.08,8.0,6-1 7-5
Swiss Indoors,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Paire B.,15.3,Laaksonen H.,14.96,Laaksonen H.,25,105,1528,541,1.61,2.2,3-6 5-7
Swiss Indoors,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Albot R.,15.33,Lajovic D.,15.29,Albot R.,49,33,1057,1341,1.66,2.1,2-6 6-3 6-4
Swiss Indoors,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Garin C.,15.38,Opelka R.,15.42,Opelka R.,38,37,1197,1203,2.75,1.4,6-7 6-7
Swiss Indoors,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Fognini F.,15.58,Popyrin A.,15.29,Fognini F.,12,88,2370,630,1.9,1.8,6-2 6-4
Swiss Indoors,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Zverev A.,15.61,Fritz T.,15.53,Fritz T.,6,31,4425,1360,1.22,4.0,6-7 4-6
Swiss Indoors,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Gasquet R.,UR,Londero J.I.,UR,Gasquet R.,64,52,890,1017,1.5,2.5,6-1 7-6
Swiss Indoors,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Ramos-Vinolas A.,UR,Tsitsipas S.,15.7,Tsitsipas S.,42,7,1130,3740,5.0,1.16,3-6 6-7
Swiss Indoors,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Bautista Agut R.,15.63,Copil M.,14.8,Bautista Agut R.,10,82,2575,664,1.33,3.25,6-4 7-5
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Andujar P.,UR,Berankis R.,15.12,Berankis R.,60,70,955,809,3.0,1.36,1-6 1-6
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Krajinovic F.,15.38,Djere L.,15.12,Krajinovic F.,46,39,1068,1181,1.14,5.5,6-1 6-4
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Cilic M.,15.49,Goffin D.,15.76,Goffin D.,23,13,1545,2280,2.37,1.53,4-6 4-6
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,UR,Cuevas P.,UR,Wawrinka S.,17,45,1820,1102,1.25,3.75,6-3 6-4
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Evans D.,15.44,Tiafoe F.,15.28,Tiafoe F.,43,48,1124,1060,1.66,2.1,4-6 2-6
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,2nd Round,3,Federer R.,UR,Albot R.,15.33,Federer R.,3,49,6950,1057,1.04,13.0,6-0 6-3
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,2nd Round,3,Fritz T.,15.53,De Minaur A.,15.73,De Minaur A.,31,28,1360,1440,2.25,1.57,3-6 3-6
Swiss Indoors,10/23/2019,ATP500,Indoor,Hard,2nd Round,3,Struff J.L.,UR,Laaksonen H.,14.96,Struff J.L.,41,105,1155,541,1.33,3.25,6-3 6-4
Swiss Indoors,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Goffin D.,15.76,Opelka R.,15.42,Opelka R.,13,37,2280,1203,1.36,3.0,7-6 6-7 5-7
Swiss Indoors,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Bautista Agut R.,15.63,Gasquet R.,UR,Bautista Agut R.,10,64,2575,890,1.33,3.25,6-2 4-6 6-3
Swiss Indoors,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Berankis R.,15.12,Tsitsipas S.,15.7,Tsitsipas S.,70,7,809,3740,4.33,1.2,7-6 2-6 4-6
Swiss Indoors,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Wawrinka S.,UR,Tiafoe F.,15.28,Wawrinka S.,17,48,1820,1060,1.33,3.25,6-3 3-6 7-5
Swiss Indoors,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Fognini F.,15.58,Krajinovic F.,15.38,Krajinovic F.,12,46,2370,1068,2.1,1.66,2-6 4-6
Swiss Indoors,10/25/2019,ATP500,Indoor,Hard,Quarterfinals,3,Opelka R.,15.42,Bautista Agut R.,15.63,Opelka R.,37,10,1203,2575,2.62,1.5,6-3 3-6 6-3
Swiss Indoors,10/25/2019,ATP500,Indoor,Hard,Quarterfinals,3,Struff J.L.,UR,De Minaur A.,15.73,De Minaur A.,41,28,1155,1440,2.62,1.5,4-6 6-7
Swiss Indoors,10/25/2019,ATP500,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,15.7,Krajinovic F.,15.38,Tsitsipas S.,7,46,3740,1068,1.4,3.0,3-6 6-4 6-4
Swiss Indoors,10/26/2019,ATP500,Indoor,Hard,Semifinals,3,Opelka R.,15.42,De Minaur A.,15.73,De Minaur A.,37,28,1203,1440,2.62,1.5,6-7 7-6 6-7
Swiss Indoors,10/26/2019,ATP500,Indoor,Hard,Semifinals,3,Federer R.,UR,Tsitsipas S.,15.7,Federer R.,3,7,6950,3740,1.28,3.75,6-4 6-4
Swiss Indoors,10/27/2019,ATP500,Indoor,Hard,The Final,3,De Minaur A.,15.73,Federer R.,UR,Federer R.,28,3,1440,6950,7.0,1.1,2-6 2-6
Erste Bank Open,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Schwartzman D.,15.7,Herbert P.H.,UR,Schwartzman D.,15,66,1950,845,1.33,3.25,6-4 6-4
Erste Bank Open,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Sonego L.,15.32,Fucsovics M.,15.37,Fucsovics M.,56,67,990,840,2.2,1.61,4-6 4-6
Erste Bank Open,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Berrettini M.,15.8,Edmund K.,15.32,Berrettini M.,11,75,2545,755,1.3,3.4,3-6 6-3 6-4
Erste Bank Open,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Dzumhur D.,15.07,Dimitrov G.,15.48,Dimitrov G.,92,29,604,1432,3.25,1.33,3-6 5-7
Erste Bank Open,10/21/2019,ATP500,Indoor,Hard,1st Round,3,Khachanov K.,15.61,Hurkacz H.,15.57,Khachanov K.,9,35,2785,1298,1.61,2.2,6-4 7-6
Erste Bank Open,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Lopez F.,UR,Simon G.,7.35,Simon G.,59,50,958,1035,2.2,1.61,4-6 3-6
Erste Bank Open,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Bedene A.,15.43,Pella G.,15.46,Bedene A.,72,20,795,1620,1.57,2.25,6-4 6-4
Erste Bank Open,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Raonic M.,15.66,Chung H.,13.22,Chung H.,32,139,1350,383,1.5,2.5,4-6 5-7
Erste Bank Open,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Verdasco F.,UR,Basilashvili N.,15.35,Verdasco F.,40,26,1160,1485,2.37,1.53,4-6 6-2 6-1
Erste Bank Open,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Tsonga J.W.,UR,Thiem D.,15.89,Thiem D.,36,5,1230,5085,2.5,1.5,4-6 6-7
Erste Bank Open,10/22/2019,ATP500,Indoor,Hard,1st Round,3,Sinner J.,15.1,Kohlschreiber P.,UR,Sinner J.,101,79,554,690,2.0,1.72,6-3 6-4
Erste Bank Open,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Shapovalov D.,15.53,Carreno Busta P.,15.66,Carreno Busta P.,27,34,1460,1330,1.61,2.2,3-6 5-7
Erste Bank Open,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Querrey S.,15.56,Mannarino A.,15.42,Querrey S.,47,44,1065,1111,1.61,2.2,6-3 6-4
Erste Bank Open,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Bublik A.,15.18,Rublev A.,15.62,Rublev A.,51,22,1026,1571,3.0,1.36,1-6 7-6 6-7
Erste Bank Open,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Kukushkin M.,15.3,Coric B.,15.49,Kukushkin M.,57,24,971,1540,2.25,1.57,6-4 6-4
Erste Bank Open,10/23/2019,ATP500,Indoor,Hard,1st Round,3,Novak D.,15.09,Monfils G.,UR,Monfils G.,124,14,454,2260,4.0,1.22,6-2 5-7 3-6
Erste Bank Open,10/23/2019,ATP500,Indoor,Hard,2nd Round,3,Berrettini M.,15.8,Dimitrov G.,15.48,Berrettini M.,11,29,2545,1432,1.57,2.25,7-6 7-6
Erste Bank Open,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Querrey S.,15.56,Schwartzman D.,15.7,Schwartzman D.,47,15,1065,1950,2.1,1.66,7-6 4-6 6-7
Erste Bank Open,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Carreno Busta P.,15.66,Kukushkin M.,15.3,Carreno Busta P.,34,57,1330,971,1.36,3.0,6-7 6-4 6-1
Erste Bank Open,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Chung H.,13.22,Rublev A.,15.62,Rublev A.,139,22,383,1571,2.5,1.5,4-6 2-6
Erste Bank Open,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Bedene A.,15.43,Simon G.,7.35,Bedene A.,72,50,795,1035,1.66,2.1,6-2 3-6 6-3
Erste Bank Open,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Verdasco F.,UR,Thiem D.,15.89,Thiem D.,40,5,1160,5085,4.0,1.22,6-3 3-6 2-6
Erste Bank Open,10/24/2019,ATP500,Indoor,Hard,2nd Round,3,Monfils G.,UR,Sinner J.,15.1,Monfils G.,14,101,2260,554,1.8,1.9,6-3 7-6
Erste Bank Open,10/25/2019,ATP500,Indoor,Hard,Quarterfinals,3,Rublev A.,15.62,Berrettini M.,15.8,Berrettini M.,22,11,1571,2545,2.2,1.66,5-7 6-7
Erste Bank Open,10/25/2019,ATP500,Indoor,Hard,Quarterfinals,3,Schwartzman D.,15.7,Khachanov K.,15.61,Schwartzman D.,15,9,1950,2785,2.37,1.57,7-6 6-2
Erste Bank Open,10/25/2019,ATP500,Indoor,Hard,Quarterfinals,3,Bedene A.,15.43,Monfils G.,UR,Monfils G.,72,14,795,2260,2.3,1.61,5-7 1-6
Erste Bank Open,10/26/2019,ATP500,Indoor,Hard,Semifinals,3,Thiem D.,15.89,Berrettini M.,15.8,Thiem D.,5,11,5085,2545,1.61,2.3,3-6 7-5 6-3
Erste Bank Open,10/26/2019,ATP500,Indoor,Hard,Semifinals,3,Monfils G.,UR,Schwartzman D.,15.7,Schwartzman D.,14,15,2260,1950,1.72,2.1,3-6 2-6
Erste Bank Open,10/27/2019,ATP500,Indoor,Hard,The Final,3,Thiem D.,15.89,Schwartzman D.,15.7,Thiem D.,5,15,5085,1950,1.28,3.75,3-6 6-4 6-3
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Basilashvili N.,15.34,Albot R.,15.32,Albot R.,26,50,1485,1022,1.57,2.25,3-6 2-6
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Cilic M.,15.49,Hurkacz H.,15.57,Cilic M.,24,37,1500,1198,1.57,2.25,7-6 6-4
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Nishioka Y.,15.22,Struff J.L.,UR,Struff J.L.,72,36,787,1200,2.37,1.53,6-4 5-7 2-6
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Verdasco F.,UR,Coric B.,15.45,Verdasco F.,49,25,1025,1495,2.1,1.66,3-6 6-4 6-3
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Norrie C.,15.3,Raonic M.,15.66,Raonic M.,57,32,960,1350,2.37,1.53,3-6 2-6
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Chardy J.,15.44,Querrey S.,15.54,Chardy J.,65,47,885,1065,2.0,1.72,5-7 6-3 7-5
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Cuevas P.,UR,Garin C.,15.36,Garin C.,44,42,1102,1117,2.37,1.53,4-6 3-6
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Paire B.,15.25,Dzumhur D.,15.11,Paire B.,23,91,1528,609,1.66,2.1,7-5 6-4
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Rublev A.,15.62,Tsonga J.W.,UR,Tsonga J.W.,22,35,1606,1230,1.8,1.9,6-4 5-7 4-6
BNP Paribas Masters,10/28/2019,Masters 1000,Indoor,Hard,1st Round,3,Mannarino A.,15.45,Ruud C.,15.31,Mannarino A.,43,63,1111,931,1.44,2.62,6-4 6-2
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,1st Round,3,Lajovic D.,15.24,Moutet C.,15.0,Moutet C.,34,97,1286,584,1.83,1.83,4-6 6-1 3-6
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,1st Round,3,Fritz T.,15.49,Tiafoe F.,15.28,Fritz T.,33,46,1315,1085,2.1,1.66,7-6 3-6 6-4
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,1st Round,3,Djere L.,15.1,De Minaur A.,15.73,De Minaur A.,38,18,1161,1695,7.0,1.1,1-6 4-6
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,1st Round,3,Edmund K.,15.31,Berankis R.,15.13,Edmund K.,75,70,710,809,1.72,2.0,6-4 6-3
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,1st Round,3,Humbert U.,15.27,Dimitrov G.,15.46,Dimitrov G.,56,27,972,1477,2.1,1.66,6-4 1-6 2-6
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,2nd Round,3,Struff J.L.,UR,Khachanov K.,15.61,Struff J.L.,36,8,1200,2830,2.5,1.5,7-6 3-6 7-5
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,2nd Round,3,Seppi A.,UR,Albot R.,15.32,Albot R.,74,50,760,1022,1.83,1.83,6-7 6-7
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,2nd Round,3,Chardy J.,15.44,Medvedev D.,15.94,Chardy J.,65,4,885,5740,5.5,1.14,4-6 6-2 6-4
BNP Paribas Masters,10/29/2019,Masters 1000,Indoor,Hard,2nd Round,3,Verdasco F.,UR,Zverev A.,15.6,Zverev A.,49,6,1025,4335,3.25,1.33,1-6 3-6
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Thiem D.,15.89,Raonic M.,15.66,Thiem D.,5,32,5495,1350,1.53,2.37,7-6 5-7 6-4
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Fognini F.,15.58,Shapovalov D.,15.54,Shapovalov D.,12,28,2370,1460,2.75,1.4,6-3 3-6 3-6
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Garin C.,15.36,Isner J.,UR,Garin C.,42,17,1117,1850,2.62,1.44,7-6 7-6
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Fritz T.,15.49,Tsitsipas S.,15.7,Tsitsipas S.,33,7,1315,3830,3.5,1.28,6-7 3-6
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Dimitrov G.,15.46,Goffin D.,15.76,Dimitrov G.,27,14,1477,2325,2.0,1.72,7-5 6-3
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Bautista Agut R.,15.63,De Minaur A.,15.73,De Minaur A.,10,18,2575,1695,2.0,1.72,6-7 6-7
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Monfils G.,UR,Paire B.,15.25,Monfils G.,13,23,2350,1528,1.4,2.75,6-4 7-6
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Cilic M.,15.49,Wawrinka S.,UR,Wawrinka S.,24,16,1500,1910,2.25,1.57,6-7 6-7
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Djokovic N.,14.24,Moutet C.,15.0,Djokovic N.,1,97,9545,584,1.03,15.0,7-6 6-4
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Schwartzman D.,15.72,Edmund K.,15.31,Edmund K.,15,75,2205,710,1.53,2.37,5-7 3-6
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Nadal R.,UR,Mannarino A.,15.45,Nadal R.,2,43,9225,1111,1.12,6.0,7-5 6-4
BNP Paribas Masters,10/30/2019,Masters 1000,Indoor,Hard,2nd Round,3,Berrettini M.,15.8,Tsonga J.W.,UR,Tsonga J.W.,9,35,2705,1230,1.57,2.25,4-6 3-6
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Garin C.,15.36,Chardy J.,15.44,Garin C.,42,65,1117,885,2.37,1.57,6-7 6-4 7-6
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Thiem D.,15.89,Dimitrov G.,15.46,Dimitrov G.,5,27,5495,1477,1.72,2.1,3-6 2-6
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Tsitsipas S.,15.7,De Minaur A.,15.73,Tsitsipas S.,7,18,3830,1695,1.57,2.37,6-3 6-4
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Edmund K.,15.31,Djokovic N.,14.24,Djokovic N.,75,1,710,9545,7.0,1.1,6-7 1-6
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Tsonga J.W.,UR,Struff J.L.,UR,Tsonga J.W.,35,36,1230,1200,1.57,2.37,2-6 6-4 7-6
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Zverev A.,15.6,Shapovalov D.,15.54,Shapovalov D.,6,28,4335,1460,1.44,2.75,2-6 7-5 2-6
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Nadal R.,UR,Wawrinka S.,UR,Nadal R.,2,16,9225,1910,1.25,4.0,6-4 6-4
BNP Paribas Masters,10/31/2019,Masters 1000,Indoor,Hard,3rd Round,3,Albot R.,15.32,Monfils G.,UR,Monfils G.,50,13,1022,2350,4.0,1.25,6-4 4-6 1-6
BNP Paribas Masters,11/1/2019,Masters 1000,Indoor,Hard,Quarterfinals,3,Dimitrov G.,15.46,Garin C.,15.36,Dimitrov G.,27,42,1477,1117,1.25,4.0,6-2 7-5
BNP Paribas Masters,11/1/2019,Masters 1000,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,15.7,Djokovic N.,14.24,Djokovic N.,7,1,3830,9545,3.5,1.3,1-6 2-6
BNP Paribas Masters,11/1/2019,Masters 1000,Indoor,Hard,Quarterfinals,3,Shapovalov D.,15.54,Monfils G.,UR,Shapovalov D.,28,13,1460,2350,1.72,2.1,6-2 6-2
BNP Paribas Masters,11/1/2019,Masters 1000,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,UR,Nadal R.,UR,Nadal R.,35,2,1230,9225,5.0,1.16,6-7 1-6
BNP Paribas Masters,11/2/2019,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,14.24,Dimitrov G.,15.46,Djokovic N.,1,27,9545,1477,1.12,6.0,7-6 6-4
BNP Paribas Masters,11/3/2019,Masters 1000,Indoor,Hard,The Final,3,Shapovalov D.,15.54,Djokovic N.,14.24,Djokovic N.,28,1,1460,9545,6.0,1.12,3-6 4-6
Masters Cup,11/10/2019,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N. ,UR,Berrettini M. ,UR,Djokovic N. ,2,8,8945,2670,1.12,6.0,6-2 6-1
