tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,p1_games,p2_games,score,p_win
Grand Prix Hassan II,4/7/2014,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,15.27,Sijsling I.,14.4,Sousa J.,38,55,1045,831,1.44,2.62,12,6,6-2 6-4,0
Grand Prix Hassan II,4/8/2014,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,15.09,Goffin D.,15.79,Carballes Baena R.,273,106,168,561,3.75,1.25,13,7,6-2 7-5,0
Grand Prix Hassan II,4/8/2014,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,15.46,Simon G.,7.35,Delbonis F.,43,27,1009,1315,1.72,2.0,12,8,6-4 6-4,0
Grand Prix Hassan II,4/9/2014,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,15.39,Vesely J.,15.37,Vesely J.,87,67,619,704,1.8,1.9,7,12,4-6 3-6,1
Grand Prix Hassan II,4/9/2014,ATP250,Outdoor,Clay,1st Round,3,Nedovyesov A.,14.39,Haase R.,15.06,Nedovyesov A.,77,47,654,972,3.5,1.28,13,10,7-6 6-4,0
Grand Prix Hassan II,4/9/2014,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,15.46,Peliwo F.,14.02,Delbonis F.,43,266,1009,176,1.12,6.0,18,13,6-2 6-7 6-4,0
Grand Prix Hassan II,4/10/2014,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,15.09,Sousa J.,15.27,Carballes Baena R.,273,38,168,1045,3.75,1.25,19,15,6-7 7-6 6-2,0
Grand Prix Hassan II,4/10/2014,ATP250,Outdoor,Clay,2nd Round,3,Granollers M.,14.62,Ramos A.,15.42,Granollers M.,36,104,1110,569,2.0,1.72,13,9,6-3 7-6,0
Grand Prix Hassan II,4/12/2014,ATP250,Outdoor,Clay,Semifinals,3,Delbonis F.,15.46,Granollers M.,14.62,Granollers M.,43,36,1009,1110,1.72,2.1,5,12,1-6 4-6,1
U.S. Men's Clay Court Championships,4/8/2014,ATP250,Outdoor,Clay,1st Round,3,Harrison R.,14.29,Young D.,14.43,Young D.,115,91,524,606,1.5,2.5,1,12,0-6 1-6,1
U.S. Men's Clay Court Championships,4/8/2014,ATP250,Outdoor,Clay,1st Round,3,Johnson S.,15.62,Kudla D.,15.21,Johnson S.,69,108,688,549,1.53,2.37,13,9,6-3 7-6,0
U.S. Men's Clay Court Championships,4/9/2014,ATP250,Outdoor,Clay,1st Round,3,Giraldo S.,15.1,Ebden M.,14.9,Giraldo S.,84,63,633,720,1.2,4.33,12,3,6-1 6-2,0
U.S. Men's Clay Court Championships,4/11/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Giraldo S.,15.1,Gonzalez A.,10.06,Giraldo S.,84,79,633,651,1.44,2.62,12,7,6-3 6-4,0
Monte Carlo Masters,4/13/2014,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,15.38,Sijsling I.,14.4,Chardy J.,48,55,970,831,1.25,3.75,14,14,1-6 6-2 7-6,0
Monte Carlo Masters,4/14/2014,Masters 1000,Outdoor,Clay,1st Round,3,Sousa J.,15.27,Fognini F.,15.37,Fognini F.,39,13,1050,2400,6.0,1.12,16,18,7-5 5-7 4-6,1
Monte Carlo Masters,4/15/2014,Masters 1000,Outdoor,Clay,1st Round,3,Granollers M.,14.62,Dimitrov G.,15.65,Dimitrov G.,32,14,1215,2130,3.4,1.3,10,16,2-6 6-4 2-6,1
Monte Carlo Masters,4/16/2014,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.65,Ramos A.,15.42,Dimitrov G.,14,101,2130,569,1.25,3.75,16,13,4-6 6-3 6-4,0
Open Banco Sabadell,4/21/2014,ATP500,Outdoor,Clay,1st Round,3,Giraldo S.,15.1,Sijsling I.,14.4,Giraldo S.,65,56,703,831,1.28,3.5,12,6,6-4 6-2,0
Open Banco Sabadell,4/21/2014,ATP500,Outdoor,Clay,1st Round,3,Viola M.,14.47,Golubev A.,3.94,Golubev A.,190,60,268,776,2.62,1.44,7,12,4-6 3-6,1
Open Banco Sabadell,4/21/2014,ATP500,Outdoor,Clay,1st Round,3,De Schepper K.,15.13,Ilhan M.,13.83,De Schepper K.,63,154,719,356,1.83,1.83,13,8,6-3 7-5,0
Open Banco Sabadell,4/22/2014,ATP500,Outdoor,Clay,1st Round,3,Melzer J.,13.88,Kukushkin M.,15.52,Melzer J.,73,57,655,825,1.83,1.83,16,15,7-6 3-6 6-3,0
Open Banco Sabadell,4/22/2014,ATP500,Outdoor,Clay,1st Round,3,Ramos A.,15.42,Davydenko N.,14.44,Ramos A.,103,82,569,630,1.36,3.0,12,8,6-4 6-4,0
Open Banco Sabadell,4/22/2014,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,15.85,Granollers M.,14.62,Thiem D.,80,31,632,1215,2.0,1.72,15,11,3-6 6-3 6-2,0
Open Banco Sabadell,4/23/2014,ATP500,Outdoor,Clay,2nd Round,3,Melzer J.,13.88,Janowicz J.,15.46,Melzer J.,73,21,655,1715,1.72,2.0,13,10,6-4 7-6,0
Open Banco Sabadell,4/24/2014,ATP500,Outdoor,Clay,3rd Round,3,Nishikori K.,16.02,Golubev A.,3.94,Nishikori K.,17,60,1985,776,1.16,5.0,12,4,6-0 6-4,0
Open Banco Sabadell,4/24/2014,ATP500,Outdoor,Clay,3rd Round,3,Thiem D.,15.85,Giraldo S.,15.1,Giraldo S.,80,65,632,703,2.0,1.72,15,17,6-4 4-6 5-7,1
Open Banco Sabadell,4/25/2014,ATP500,Outdoor,Clay,Quarterfinals,3,Nishikori K.,16.02,Cilic M.,15.75,Nishikori K.,17,27,1985,1330,1.5,2.5,12,4,6-1 6-3,0
Open Banco Sabadell,4/27/2014,ATP500,Outdoor,Clay,The Final,3,Nishikori K.,16.02,Giraldo S.,15.1,Nishikori K.,17,65,1985,703,1.22,4.33,12,4,6-2 6-2,0
BRD Nastase Tiriac Trophy,4/21/2014,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,15.38,Vesely J.,15.37,Vesely J.,48,79,970,635,1.66,2.1,6,13,6-7 0-6,1
BRD Nastase Tiriac Trophy,4/22/2014,ATP250,Outdoor,Clay,1st Round,3,Ebden M.,14.9,Haase R.,15.06,Haase R.,62,50,720,947,5.5,1.14,7,12,4-6 3-6,1
BRD Nastase Tiriac Trophy,4/22/2014,ATP250,Outdoor,Clay,1st Round,3,Berankis R.,15.07,Basilashvili N.,15.09,Berankis R.,157,310,347,145,1.3,3.4,18,14,6-7 6-3 6-4,0
BRD Nastase Tiriac Trophy,4/22/2014,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,15.33,Copil M.,14.8,Copil M.,90,167,606,326,1.8,1.9,5,12,1-6 4-6,1
BRD Nastase Tiriac Trophy,4/23/2014,ATP250,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.65,Vesely J.,15.37,Dimitrov G.,16,79,2040,635,1.25,3.75,13,8,7-6 6-2,0
BMW Open,4/28/2014,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,15.46,Davydenko N.,14.44,Delbonis F.,44,90,1013,610,1.4,2.75,13,8,6-2 7-6,0
BMW Open,4/29/2014,ATP250,Outdoor,Clay,1st Round,3,Sela D.,9.56,Klizan M.,14.76,Klizan M.,82,111,631,533,6.0,1.12,3,12,1-6 2-6,1
BMW Open,4/29/2014,ATP250,Outdoor,Clay,1st Round,3,Melzer J.,13.88,Zverev A.,15.75,Melzer J.,66,765,700,25,1.22,4.0,12,3,6-1 6-2,0
BMW Open,5/1/2014,ATP250,Outdoor,Clay,2nd Round,3,Berankis R.,15.07,Melzer J.,13.88,Berankis R.,150,66,379,700,3.25,1.33,17,18,7-6 3-6 7-6,0
BMW Open,5/1/2014,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,15.46,Bellucci T.,11.24,Bellucci T.,44,122,1013,467,1.57,2.25,12,17,7-5 3-6 2-6,1
BMW Open,5/2/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,15.37,Bellucci T.,11.24,Fognini F.,15,122,2190,467,1.4,2.75,12,4,6-2 6-2,0
BMW Open,5/4/2014,ATP250,Outdoor,Clay,The Final,3,Klizan M.,14.76,Fognini F.,15.37,Klizan M.,111,15,533,2190,3.75,1.28,14,9,2-6 6-1 6-2,0
Portugal Open,4/28/2014,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,15.33,Golubev A.,3.94,Golubev A.,92,61,606,806,3.25,1.33,13,15,3-6 6-3 4-6,1
Portugal Open,4/29/2014,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,15.39,Sousa J.,15.27,Mayer L.,88,40,619,1050,2.1,1.66,15,9,3-6 6-1 6-2,0
Portugal Open,5/1/2014,ATP250,Outdoor,Clay,2nd Round,3,Golubev A.,3.94,Mayer L.,15.39,Mayer L.,61,88,806,619,2.25,1.57,7,13,1-6 6-7,1
Mutua Madrid Open,5/5/2014,Masters 1000,Outdoor,Clay,1st Round,3,Granollers M.,14.62,Copil M.,14.8,Copil M.,30,164,1215,340,1.2,4.33,7,12,3-6 4-6,1
Mutua Madrid Open,5/6/2014,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,15.37,Dolgopolov O.,15.44,Dolgopolov O.,15,22,2190,1690,2.1,1.66,14,17,5-7 6-4 3-6,1
Mutua Madrid Open,5/6/2014,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,15.75,Sousa J.,15.27,Cilic M.,26,40,1330,1050,1.2,4.33,12,2,6-1 6-1,0
Mutua Madrid Open,5/6/2014,Masters 1000,Outdoor,Clay,2nd Round,3,Raonic M.,15.84,Chardy J.,15.38,Raonic M.,9,49,2580,970,1.33,3.25,12,6,6-3 6-3,0
Mutua Madrid Open,5/7/2014,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.65,Copil M.,14.8,Dimitrov G.,14,164,2200,340,1.07,9.0,17,15,4-6 6-3 7-6,0
Mutua Madrid Open,5/8/2014,Masters 1000,Outdoor,Clay,3rd Round,3,Nishikori K.,16.02,Raonic M.,15.84,Nishikori K.,12,9,2440,2580,1.4,2.75,14,12,7-6 7-6,0
Mutua Madrid Open,5/8/2014,Masters 1000,Outdoor,Clay,3rd Round,3,Murray A.,16.13,Giraldo S.,15.1,Giraldo S.,8,46,4040,983,1.38,2.87,5,12,3-6 2-6,1
Internazionali BNL d'Italia,5/11/2014,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,15.38,Haase R.,15.06,Chardy J.,47,50,970,945,1.72,2.0,12,8,6-4 6-4,0
Internazionali BNL d'Italia,5/11/2014,Masters 1000,Outdoor,Clay,1st Round,3,Kukushkin M.,15.52,Sousa J.,15.27,Kukushkin M.,60,41,819,1045,2.0,1.72,18,13,6-3 6-7 6-3,0
Internazionali BNL d'Italia,5/13/2014,Masters 1000,Outdoor,Clay,1st Round,3,Pospisil V.,15.71,Anderson K.,14.38,Anderson K.,32,20,1180,1755,5.0,1.16,11,14,5-7 6-7,1
Internazionali BNL d'Italia,5/13/2014,Masters 1000,Outdoor,Clay,1st Round,3,Cecchinato M.,14.99,Sijsling I.,14.4,Sijsling I.,149,53,391,885,2.2,1.61,11,14,6-7 5-7,1
Internazionali BNL d'Italia,5/14/2014,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,15.75,Melzer J.,13.88,Melzer J.,26,67,1410,720,1.22,4.0,12,18,2-6 7-6 3-6,1
Internazionali BNL d'Italia,5/14/2014,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,16.13,Granollers M.,14.62,Murray A.,8,31,3950,1215,1.28,3.5,13,7,6-2 7-5,0
Internazionali BNL d'Italia,5/15/2014,Masters 1000,Outdoor,Clay,3rd Round,3,Melzer J.,13.88,Murray A.,16.13,Murray A.,67,8,720,3950,4.5,1.18,10,13,6-7 4-6,1
Internazionali BNL d'Italia,5/16/2014,Masters 1000,Outdoor,Clay,Quarterfinals,3,Chardy J.,15.38,Raonic M.,15.84,Raonic M.,47,10,970,2625,3.4,1.33,12,17,3-6 7-5 2-6,1
Internazionali BNL d'Italia,5/17/2014,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,14.24,Raonic M.,15.84,Djokovic N.,2,10,11030,2625,1.12,6.0,19,16,6-7 7-6 6-3,0
Dusseldorf Open,5/19/2014,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,15.37,Sijsling I.,14.4,Vesely J.,104,52,559,910,1.66,2.1,13,9,7-6 6-3,0
Dusseldorf Open,5/19/2014,ATP250,Outdoor,Clay,1st Round,3,Milojevic N.,14.58,Basic M.,14.57,Milojevic N.,581,281,52,167,4.5,1.18,17,13,6-2 5-7 6-4,0
Dusseldorf Open,5/20/2014,ATP250,Outdoor,Clay,1st Round,3,Sela D.,9.56,Davydenko N.,14.44,Davydenko N.,110,100,531,590,3.5,1.28,4,12,3-6 1-6,1
Dusseldorf Open,5/21/2014,ATP250,Outdoor,Clay,1st Round,3,Kubler J.,14.86,Giannessi A.,14.94,Kubler J.,352,366,125,120,1.5,2.5,16,12,7-5 3-6 6-1,0
Dusseldorf Open,5/21/2014,ATP250,Outdoor,Clay,2nd Round,3,Davydenko N.,14.44,Vesely J.,15.37,Vesely J.,100,104,590,559,2.25,1.57,7,13,1-6 6-7,1
Dusseldorf Open,5/21/2014,ATP250,Outdoor,Clay,2nd Round,3,Melzer J.,13.88,Sousa J.,15.27,Melzer J.,59,42,800,1039,1.36,3.0,17,16,7-6 4-6 6-4,0
Dusseldorf Open,5/22/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Melzer J.,13.88,Vesely J.,15.37,Vesely J.,59,104,800,559,1.83,1.83,2,12,1-6 1-6,1
Open de Nice Côte d’Azur,5/18/2014,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,15.46,Kukushkin M.,15.52,Delbonis F.,45,56,1004,859,1.44,2.62,13,8,7-5 6-3,0
Open de Nice Côte d’Azur,5/19/2014,ATP250,Outdoor,Clay,1st Round,3,Coric B.,15.36,Mayer L.,15.39,Mayer L.,245,77,199,676,4.0,1.22,13,16,6-4 3-6 4-6,1
Open de Nice Côte d’Azur,5/20/2014,ATP250,Outdoor,Clay,1st Round,3,Tomic B.,15.39,Klizan M.,14.76,Klizan M.,81,62,646,775,4.0,1.22,13,16,6-4 3-6 4-6,1
Open de Nice Côte d’Azur,5/20/2014,ATP250,Outdoor,Clay,1st Round,3,Sock J.,15.48,De Schepper K.,15.13,Sock J.,79,74,656,704,1.44,2.62,12,6,6-4 6-2,0
Open de Nice Côte d’Azur,5/20/2014,ATP250,Outdoor,Clay,1st Round,3,Johnson S.,15.62,Thiem D.,15.85,Thiem D.,67,58,748,802,3.0,1.36,17,17,6-3 6-7 5-7,1
Open de Nice Côte d’Azur,5/21/2014,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,15.85,Simon G.,7.35,Simon G.,58,30,802,1180,2.25,1.57,11,16,3-6 6-4 2-6,1
Open de Nice Côte d’Azur,5/23/2014,ATP250,Outdoor,Clay,Semifinals,3,Simon G.,7.35,Delbonis F.,15.46,Delbonis F.,30,45,1180,1004,1.61,2.3,6,12,2-6 4-6,1
French Open,5/25/2014,Grand Slam,Outdoor,Clay,1st Round,5,Kyrgios N.,15.81,Raonic M.,15.84,Raonic M.,160,9,350,2975,9.0,1.07,12,19,3-6 6-7 3-6,1
French Open,5/25/2014,Grand Slam,Outdoor,Clay,1st Round,5,Schwartzman D.,15.36,Elias G.,15.41,Schwartzman D.,109,178,533,294,1.53,2.37,19,11,6-4 6-2 7-5,0
French Open,5/25/2014,Grand Slam,Outdoor,Clay,1st Round,5,Dolgopolov O.,15.44,Ramos A.,15.42,Dolgopolov O.,21,115,1645,511,1.36,3.0,19,11,7-6 6-4 6-1,0
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,14.44,Haase R.,15.06,Haase R.,92,50,610,910,2.5,1.5,11,19,5-7 4-6 2-6,1
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Klizan M.,14.76,Nishikori K.,16.02,Klizan M.,59,10,795,2815,6.0,1.12,19,9,7-6 6-1 6-2,0
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,14.24,Sousa J.,15.27,Djokovic N.,2,44,11850,1039,1.0,51.0,18,7,6-1 6-2 6-4,0
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,15.79,Melzer J.,13.88,Melzer J.,105,56,548,835,2.1,1.66,20,24,4-6 7-5 5-7 4-6,1
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Pavic A.,14.46,Simon G.,7.35,Simon G.,177,30,303,1225,8.0,1.08,5,18,1-6 1-6 3-6,1
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Beck A.,8.83,Fognini F.,15.37,Fognini F.,51,15,1120,2155,6.0,1.12,9,18,4-6 4-6 1-6,1
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Mayer L.,15.39,Duckworth J.,15.15,Mayer L.,65,165,733,331,1.3,3.4,24,19,5-7 6-2 6-4 7-6,0
French Open,5/26/2014,Grand Slam,Outdoor,Clay,1st Round,5,Sela D.,9.56,Young D.,14.43,Young D.,110,79,531,647,4.33,1.2,8,20,1-6 6-2 1-6 0-6,1
French Open,5/27/2014,Grand Slam,Outdoor,Clay,1st Round,5,Klahn B.,15.0,Michon A.,14.73,Michon A.,71,206,705,238,4.33,1.2,20,29,1-6 7-6 7-5 1-6 4-6,1
French Open,5/27/2014,Grand Slam,Outdoor,Clay,1st Round,5,Delbonis F.,15.46,Lajovic D.,15.07,Lajovic D.,34,83,1138,632,1.2,4.33,8,18,3-6 2-6 3-6,1
French Open,5/27/2014,Grand Slam,Outdoor,Clay,1st Round,5,Golubev A.,3.94,Murray A.,16.13,Murray A.,53,8,862,4120,9.0,1.07,14,21,1-6 4-6 6-3 3-6,1
French Open,5/28/2014,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,15.62,Lokoli L.,14.66,Johnson S.,64,406,748,104,1.25,3.75,29,25,4-6 6-7 7-6 6-3 6-3,0
French Open,5/28/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Granollers M.,14.62,Dolgopolov O.,15.44,Granollers M.,229,21,210,1645,3.75,1.25,22,17,1-6 3-6 6-3 6-0 6-2,0
French Open,5/28/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez A.,10.06,Simon G.,7.35,Simon G.,77,30,675,1225,6.0,1.12,6,18,4-6 0-6 2-6,1
French Open,5/28/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Klizan M.,14.76,Haase R.,15.06,Klizan M.,59,50,795,910,1.36,3.0,23,19,6-1 3-6 6-1 1-6 7-5,0
French Open,5/28/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Chardy J.,15.38,Djokovic N.,14.24,Djokovic N.,42,2,1060,11850,21.0,1.01,7,18,1-6 4-6 2-6,1
French Open,5/28/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Vesely J.,15.37,Raonic M.,15.84,Raonic M.,81,9,641,2975,4.0,1.22,11,19,6-7 4-6 1-6,1
French Open,5/29/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Michon A.,14.73,Anderson K.,14.38,Anderson K.,206,20,238,1710,8.0,1.08,7,18,2-6 3-6 2-6,1
French Open,5/29/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Zopp J.,14.74,Lajovic D.,15.07,Lajovic D.,335,83,133,632,6.0,1.12,10,18,2-6 4-6 4-6,1
French Open,5/29/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Johnson S.,15.62,Sock J.,15.48,Sock J.,64,75,748,678,2.0,1.72,11,19,5-7 4-6 2-6,1
French Open,5/29/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Bellucci T.,11.24,Fognini F.,15.37,Fognini F.,108,15,540,2155,4.5,1.18,13,19,3-6 4-6 6-7,1
French Open,5/30/2014,Grand Slam,Outdoor,Clay,3rd Round,5,Cilic M.,15.75,Djokovic N.,14.24,Djokovic N.,26,2,1410,11850,19.0,1.02,16,24,3-6 2-6 7-6 4-6,1
French Open,5/30/2014,Grand Slam,Outdoor,Clay,3rd Round,5,Simon G.,7.35,Raonic M.,15.84,Raonic M.,30,9,1225,2975,2.87,1.38,22,25,6-4 3-6 6-2 2-6 5-7,1
French Open,5/31/2014,Grand Slam,Outdoor,Clay,3rd Round,5,Lajovic D.,15.07,Sock J.,15.48,Lajovic D.,83,75,632,678,2.5,1.5,19,12,6-4 7-5 6-3,0
French Open,5/31/2014,Grand Slam,Outdoor,Clay,3rd Round,5,Granollers M.,14.62,Klizan M.,14.76,Granollers M.,229,59,210,795,3.0,1.36,26,20,6-7 6-2 7-6 7-5,0
French Open,6/1/2014,Grand Slam,Outdoor,Clay,4th Round,5,Raonic M.,15.84,Granollers M.,14.62,Raonic M.,9,229,2975,210,1.2,4.5,18,9,6-3 6-3 6-3,0
French Open,6/3/2014,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,14.24,Raonic M.,15.84,Djokovic N.,2,9,11850,2975,1.07,9.0,20,15,7-5 7-6 6-4,0
Gerry Weber Open,6/10/2014,ATP250,Outdoor,Grass,1st Round,3,Olivetti A.,14.57,Johnson S.,15.62,Johnson S.,161,63,339,767,3.4,1.3,6,12,4-6 2-6,1
Gerry Weber Open,6/11/2014,ATP250,Outdoor,Grass,2nd Round,3,Gojowczyk P.,15.0,Raonic M.,15.84,Gojowczyk P.,120,9,493,3245,6.0,1.12,12,8,6-4 6-4,0
Gerry Weber Open,6/13/2014,ATP250,Outdoor,Grass,Quarterfinals,3,Nishikori K.,16.02,Johnson S.,15.62,Nishikori K.,12,63,2645,767,1.18,4.5,13,7,6-1 7-6,0
AEGON Championships,6/9/2014,ATP250,Outdoor,Grass,1st Round,3,Tomic B.,15.39,Smyczek T.,15.06,Tomic B.,82,106,646,548,1.33,3.25,16,15,6-4 3-6 7-5,0
AEGON Championships,6/9/2014,ATP250,Outdoor,Grass,1st Round,3,Rola B.,14.82,Ward J.,5.95,Ward J.,91,155,602,361,3.75,1.25,9,13,5-7 4-6,1
AEGON Championships,6/9/2014,ATP250,Outdoor,Grass,1st Round,3,Sela D.,9.56,Duckworth J.,15.15,Duckworth J.,107,167,541,331,1.83,1.83,16,13,6-0 6-7 4-6,1
AEGON Championships,6/9/2014,ATP250,Outdoor,Grass,1st Round,3,Evans D.,15.45,Melzer J.,13.88,Evans D.,139,51,414,870,2.87,1.38,19,16,6-3 6-7 7-6,0
AEGON Championships,6/9/2014,ATP250,Outdoor,Grass,1st Round,3,Chardy J.,15.38,Querrey S.,15.32,Querrey S.,44,78,1015,685,1.9,1.8,19,20,7-6 6-7 6-7,1
AEGON Championships,6/9/2014,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,15.33,Cox D.,14.59,Mannarino A.,83,214,640,225,1.25,3.75,13,7,7-5 6-2,0
AEGON Championships,6/10/2014,ATP250,Outdoor,Grass,1st Round,3,Thiem D.,15.85,Goffin D.,15.79,Goffin D.,55,105,851,548,1.53,2.37,6,12,4-6 2-6,1
AEGON Championships,6/10/2014,ATP250,Outdoor,Grass,1st Round,3,Ebden M.,14.9,Lacko L.,15.16,Lacko L.,86,89,620,617,2.1,1.66,17,18,6-7 7-5 4-6,1
AEGON Championships,6/10/2014,ATP250,Outdoor,Grass,2nd Round,3,Anderson K.,14.38,Evans D.,15.45,Anderson K.,18,139,1710,414,1.22,4.0,12,5,6-2 6-3,0
AEGON Championships,6/10/2014,ATP250,Outdoor,Grass,2nd Round,3,Kudla D.,15.21,Querrey S.,15.32,Querrey S.,122,78,463,685,2.75,1.4,7,12,4-6 3-6,1
AEGON Championships,6/10/2014,ATP250,Outdoor,Grass,2nd Round,3,Dimitrov G.,15.65,Ward J.,5.95,Dimitrov G.,13,155,2435,361,1.16,5.0,13,8,7-5 6-3,0
AEGON International,6/16/2014,ATP250,Outdoor,Grass,1st Round,3,Klizan M.,14.76,Delbonis F.,15.46,Klizan M.,57,39,840,1099,1.28,3.5,12,8,6-4 6-4,0
AEGON International,6/16/2014,ATP250,Outdoor,Grass,1st Round,3,Golubev A.,3.94,Tomic B.,15.39,Tomic B.,55,82,852,656,3.0,1.36,8,12,4-6 4-6,1
AEGON International,6/16/2014,ATP250,Outdoor,Grass,1st Round,3,Querrey S.,15.32,Edmund K.,15.52,Querrey S.,77,284,685,165,1.22,4.0,13,9,7-6 6-3,0
AEGON International,6/17/2014,ATP250,Outdoor,Grass,1st Round,3,Young D.,14.43,Ward J.,5.95,Young D.,69,155,719,371,1.83,1.83,12,5,6-3 6-2,0
AEGON International,6/18/2014,ATP250,Outdoor,Grass,2nd Round,3,Young D.,14.43,Klizan M.,14.76,Klizan M.,69,57,719,840,1.66,2.1,10,13,6-7 4-6,1
Topshelf Open,6/15/2014,ATP250,Outdoor,Grass,1st Round,3,Paire B.,15.2,Sela D.,9.56,Sela D.,70,107,715,541,1.57,2.25,10,13,4-6 6-7,1
Topshelf Open,6/16/2014,ATP250,Outdoor,Grass,1st Round,3,Pospisil V.,15.71,Lajovic D.,15.07,Pospisil V.,35,84,1145,650,1.61,2.2,13,9,6-4 7-5,0
Topshelf Open,6/16/2014,ATP250,Outdoor,Grass,1st Round,3,Johnson S.,15.62,De Schepper K.,15.13,Johnson S.,68,67,722,723,1.72,2.0,14,11,7-6 7-5,0
Topshelf Open,6/16/2014,ATP250,Outdoor,Grass,1st Round,3,De Bakker T.,14.76,Sijsling I.,14.4,De Bakker T.,143,60,405,818,3.0,1.36,13,10,6-4 7-6,0
Topshelf Open,6/16/2014,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,15.33,Ebden M.,14.9,Ebden M.,80,86,660,618,1.36,3.0,12,16,3-6 6-4 3-6,1
Topshelf Open,6/17/2014,ATP250,Outdoor,Grass,1st Round,3,Gonzalez A.,10.06,Pavic M.,14.46,Pavic M.,74,475,705,79,2.75,1.4,9,13,6-7 3-6,1
Topshelf Open,6/18/2014,ATP250,Outdoor,Grass,2nd Round,3,Sousa J.,15.27,Pavic M.,14.46,Sousa J.,48,475,944,79,1.57,2.25,12,6,6-2 6-4,0
Topshelf Open,6/18/2014,ATP250,Outdoor,Grass,2nd Round,3,Lacko L.,15.16,Melzer J.,13.88,Melzer J.,87,52,617,860,2.5,1.5,13,17,7-5 3-6 3-6,1
Topshelf Open,6/19/2014,ATP250,Outdoor,Grass,Quarterfinals,3,De Bakker T.,14.76,Sousa J.,15.27,Sousa J.,143,48,405,944,2.37,1.53,6,12,4-6 2-6,1
Wimbledon,6/23/2014,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,16.13,Goffin D.,15.79,Murray A.,5,105,4680,548,1.04,13.0,19,10,6-1 6-4 7-5,0
Wimbledon,6/23/2014,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez A.,10.06,Wang J.,14.45,Wang J.,76,147,705,397,4.33,1.2,8,18,3-6 3-6 2-6,1
Wimbledon,6/23/2014,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,15.38,Cox D.,14.59,Chardy J.,42,214,1015,226,1.05,11.0,25,18,6-2 7-6 6-7 6-3,0
Wimbledon,6/23/2014,Grand Slam,Outdoor,Grass,1st Round,5,Anderson K.,14.38,Bedene A.,15.43,Anderson K.,18,140,1745,416,1.11,6.5,19,10,6-3 7-5 6-2,0
